data,R,sd,lo,hi,regione
2020-12-19,1.017776182977952,0.01747696287943378,0.9739136277477218,1.0601975229537925,Veneto
2020-12-20,0.9954840056835241,0.017329565678978868,0.9510625414963807,1.0363751670485981,Veneto
2020-12-21,0.9719438209770496,0.01688635671518419,0.9288241342909872,1.0130938473436262,Veneto
2020-12-22,1.0073670455233537,0.01675032610716423,0.9645931127479308,1.0470091977140754,Veneto
2020-12-23,0.9565651355096109,0.01614404103030078,0.9153092341456153,0.994829925651419,Veneto
2020-12-24,0.9407162234447337,0.015964958358493743,0.9012400188325786,0.9793434594943252,Veneto
2020-12-25,0.9537358993487473,0.016397848027526706,0.9141936343318825,0.9942158310060062,Veneto
2020-12-26,0.9433675963992133,0.016358640145371247,0.9050634854431477,0.9833823476032738,Veneto
2020-12-27,0.9367329659718298,0.016198888807117007,0.899412501945305,0.9769199110667063,Veneto
2020-12-28,0.9898248356441052,0.017341724364050595,0.9500107971589458,1.0313075343245919,Veneto
2020-12-29,0.9902258548745967,0.01772705890592517,0.9494360328567132,1.0335504627756322,Veneto
2020-12-30,1.0200702909362922,0.018022347310875975,0.9783408793189649,1.0645806761253866,Veneto
2020-12-31,1.0255705363931729,0.018214545846032458,0.9832264365225934,1.0702767329390457,Veneto
2021-01-01,0.9816395971031817,0.017515161780524393,0.9411606130535738,1.0253774288341413,Veneto
2021-01-02,1.004689740342061,0.017911736782623266,0.9625672678061651,1.049449596603623,Veneto
2021-01-03,1.034801403181794,0.018535905902407498,0.9913521879600423,1.0810129019984618,Veneto
2021-01-04,0.9828544884543778,0.017867236457293472,0.9415467977649402,1.028258106438845,Veneto
2021-01-05,0.9258936195679508,0.01709438659305207,0.8860729313941295,0.9681204869488893,Veneto
2021-01-06,0.9312818550688142,0.01748860423854465,0.8908224396754605,0.973505186417477,Veneto
2021-01-07,0.8865679330752873,0.017145325518675203,0.8479723139503343,0.929187365389064,Veneto
2021-01-08,0.8949312318148389,0.017317045253016784,0.8564946437890661,0.9375065796175012,Veneto
2021-01-09,0.8631048093500386,0.017024797334100738,0.8252537223508231,0.9041434699012176,Veneto
2021-01-10,0.7990794479046119,0.016300877006340853,0.7630504322371638,0.838033037711455,Veneto
2021-01-11,0.7507323515693883,0.015698317751180173,0.7160704088081743,0.7871215217175896,Veneto
2021-01-12,0.6631680140600429,0.01512167448118543,0.6288747423173779,0.6987094297517873,Veneto
2021-01-13,0.641409484452999,0.015460647559450381,0.6062270962081715,0.6783614889850815,Veneto
2021-01-14,0.6320931755079675,0.01573068693736263,0.5949037034301987,0.6676433570517729,Veneto
2021-01-15,0.6212481689185595,0.01597952780440968,0.5830325231594967,0.6568537633950181,Veneto
2021-01-16,0.58814012093485,0.015445494086837912,0.5530613176096252,0.6244741764928377,Veneto
2021-01-17,0.5993528349519296,0.015902433786216027,0.5633251135368019,0.6377729225323767,Veneto
2021-01-18,0.5735185231094321,0.016255835230046426,0.537420760062422,0.6135365928490774,Veneto
